,id,Player,games,time,goals,xG,assists,xA,shots,key_passes,yellow_cards,red_cards,position,Team,npg,npxG,xGChain,xGBuildup,League
0,2097,Lionel Messi,33,2876,25,20.84966728463769,20,16.593363385647535,159,88,4,0,F M S,Barcelona,20,17.133279267698526,34.92346678301692,13.53765751607716,ESP 1
1,2370,Karim Benzema,37,3176,21,21.25092190504074,8,8.153260290622711,124,59,0,0,F S,Real Madrid,16,17.534661665558815,31.533140420913696,10.8458740292117,ESP 1
2,2120,Gerard Moreno,35,2781,18,15.308759577572346,5,7.5825412310659885,89,50,5,0,F M S,Villarreal,17,13.822204269468784,23.274220523424447,6.311413732357323,ESP 1
3,2098,Luis Suarez,28,1989,16,13.913964495062828,8,3.1697452925145626,79,26,4,0,F S,Barcelona,15,13.17068687081337,18.988986507058144,4.466442044824362,ESP 1
4,2400,Raul Garcia,35,2899,15,11.145032257772982,1,1.6823154715821147,81,22,11,0,F M S,Athletic Club,8,5.942344791255891,6.844849605113268,1.7427524253726006,ESP 1
5,1109,Lucas Ocampos,33,2775,14,12.395092755556107,3,3.778462126851082,85,24,8,1,F M S,Sevilla,9,8.678960492834449,15.106647791340947,5.2163168508559465,ESP 1
6,2290,Iago Aspas,37,3283,14,14.935345904901624,3,4.86539494805038,84,57,9,0,F M,Celta Vigo,9,9.732402561232448,16.321945482864976,6.6322398614138365,ESP 1
7,1235,Ante Budimir,35,2807,13,10.8874979801476,2,1.0852135429158807,56,13,12,0,F S,Mallorca,11,9.400942716747522,12.438686706125736,3.160123568959534,ESP 1
8,1804,Alvaro Morata,34,2120,12,14.975812932476401,2,4.497370230033994,69,25,4,1,F S,Atletico Madrid,10,12.74610791169107,18.262695636600256,3.4175533652305603,ESP 1
9,866,Joselu,36,2800,11,11.79911195114255,2,1.9428747817873955,87,15,6,0,F S,Alaves,10,11.055834326893091,11.244495198130608,2.1454401332885027,ESP 1
10,965,Santiago Cazorla,35,2472,11,8.852402666583657,9,7.984714280813932,49,71,3,0,M S,Villarreal,3,2.906181627884507,20.04500260949135,13.102957334369421,ESP 1
11,1700,Lucas Perez,34,2519,11,9.509707057848573,5,6.6745787132531404,48,63,4,0,F S,Alaves,6,5.793704388663173,11.495881766080856,3.727855239994824,ESP 1
12,2070,Carlos Fernandez,34,2165,11,9.813475550152361,3,2.9137006970122457,47,20,8,0,F M S,Granada,10,9.07019788119942,13.351630609482527,2.693647112697363,ESP 1
13,2246,Sergio Ramos,35,3025,11,10.652958670631051,0,0.5280062342062593,39,5,10,0,D,Real Madrid,5,6.193420918658376,13.22568603977561,10.925066517665982,ESP 1
14,2361,Willian Jose,37,2031,11,11.714213017374277,1,1.642551040276885,59,19,4,0,F S,Real Sociedad,11,11.714213017374277,12.541560910642147,1.567418521270156,ESP 1
15,2566,Roger,36,2291,11,10.069969104602933,1,2.7547078989446163,57,25,4,1,F S,Levante,7,7.097115030512214,11.975530987605453,3.1267626881599426,ESP 1
16,7009,Jaime Mata,34,2792,11,11.404724339023232,3,3.5778427347540855,56,29,14,0,F S,Getafe,8,8.43225901760161,13.855682404711843,4.461362952366471,ESP 1
17,2234,Mikel Oyarzabal,37,3086,10,8.03832505363971,11,8.1726733148098,62,51,4,0,F M S,Real Sociedad,6,5.065470359288156,16.71887893974781,6.107305211946368,ESP 1
18,4136,Angel,32,1352,10,8.195408998057246,3,2.5126116881147027,53,18,6,0,F S,Getafe,9,7.452131388708949,9.774861531332135,3.3229368664324284,ESP 1
19,6124,Maxi Gomez,33,2168,10,6.880587128922343,2,3.248785298317671,41,14,5,0,F S,Valencia,10,6.137309504672885,9.626858914270997,2.038298759609461,ESP 1
20,6528,Loren Moron,36,2013,10,7.65662434976548,2,2.7074477188289165,51,17,2,1,F S,Real Betis,10,7.65662434976548,10.834604167379439,2.0900061074644327,ESP 1
21,2270,Antoine Griezmann,35,2574,9,8.262417173013091,4,4.691107992082834,55,33,2,0,F M S,Barcelona,9,8.262417173013091,19.231144664809108,8.703454604372382,ESP 1
22,5232,Alexander Isak,37,1474,9,8.358875419944525,1,2.5289357006549835,44,14,4,0,F S,Real Sociedad,9,8.358875419944525,9.927118256688118,2.0546590453013778,ESP 1
23,6570,Oscar Rodriguez,30,1937,9,4.917082930915058,2,2.9286210499703884,62,31,5,1,F M S,Leganes,7,3.430527656339109,6.632349380291998,2.816169109195471,ESP 1
24,6955,Ezequiel Avila,20,1597,9,8.280091857537627,2,3.9895301149226725,70,22,6,0,F S,Osasuna,9,8.280091857537627,12.755436537787318,2.0181346451863647,ESP 1
25,222,Arturo Vidal,33,1645,8,5.7434072233736515,2,3.4481149278581142,25,23,4,0,F M S,Barcelona,8,5.7434072233736515,15.894737672060728,8.083311188966036,ESP 1
26,2148,Joaquin,34,2090,8,6.193383297882974,3,5.542067240923643,34,61,4,0,F M S,Real Betis,6,3.9636783516034484,12.628123693168163,5.559414276853204,ESP 1
27,2183,Ruben Garcia,30,2212,8,7.364760588854551,2,4.19025797303766,56,49,6,0,F M S,Osasuna,7,6.621482994407415,13.874091569334269,6.456713251769543,ESP 1
28,2252,Borja Mayoral,34,2147,8,10.319091159850359,2,3.678015971556306,48,24,2,0,F S,Levante,8,10.319091159850359,17.214190535247326,4.92754820920527,ESP 1
29,2285,Fabian Orellana,29,2408,8,7.871263228356838,7,5.6581591460853815,42,48,9,1,F M S,Eibar,4,4.154875185340643,9.269529012031853,2.5540416361764073,ESP 1
30,2378,Daniel Parejo,35,3049,8,6.132803933694959,3,4.405116523616016,34,57,4,1,M,Valencia,3,1.673266151919961,11.47132785525173,10.588568963110447,ESP 1
31,5169,Youssef En-Nesyri,36,2155,8,7.479582412168384,2,0.7203045152127743,61,11,3,0,F S,Leganes,8,7.479582412168384,8.093434002250433,1.2357214260846376,ESP 1
32,5212,Sergi Guardiola,35,2676,8,6.839583521708846,2,2.0864323331043124,57,17,6,0,F S,Real Valladolid,8,6.096305912360549,10.760452087968588,3.7284871134907007,ESP 1
33,2311,Roberto Soldado,33,2411,7,5.552098533138633,4,4.238067662343383,33,28,14,0,F S,Granada,6,4.808820901438594,7.693534339778125,1.7238717982545495,ESP 1
34,3211,Martin Braithwaite,35,2340,7,9.670963495969772,2,2.8578462041914463,55,17,4,0,F M S,Barcelona,7,8.927813794463873,12.631042383611202,3.825137125328183,ESP 1
35,3667,Nabil Fekir,32,2678,7,6.814645889215171,4,2.716234901919961,102,41,6,2,F M S,Real Betis,6,6.071368279866874,10.877142939716578,4.978945374488831,ESP 1
36,4226,Darwin Machis,36,2108,7,6.886147224344313,6,4.003064286895096,72,40,5,0,F M S,Granada,6,6.142869614996016,9.982243048027158,2.9561564875766635,ESP 1
37,5093,Roberto Torres,36,2722,7,8.458940664306283,8,6.676296317949891,79,42,1,0,M S,Osasuna,2,4.74255252070725,12.04598564747721,5.200028453953564,ESP 1
38,6118,Portu,35,2393,7,6.1838743314146996,8,5.506048761308193,41,35,5,0,F M S,Real Sociedad,7,5.44059669226408,12.195213058963418,2.536319605074823,ESP 1
39,6217,Enis Bardhi,30,2119,7,5.245582517236471,2,2.6947754714637995,58,32,5,0,M S,Levante,7,5.245582517236471,9.65565781854093,3.300680473446846,ESP 1
40,7863,Antonio Puertas,36,2569,7,7.17150111682713,3,3.9357936987653375,44,19,7,0,F M S,Granada,7,7.17150111682713,11.956226408481598,3.093478448688984,ESP 1
41,7967,Anssumane Fati,24,1022,7,3.727758526802063,1,2.4623251780867577,33,18,2,1,F M S,Barcelona,7,3.727758526802063,8.803462440147996,3.984252968803048,ESP 1
42,2266,Saul Niguez,35,3094,6,5.039977325126529,0,1.0740378117188811,44,15,10,0,D M,Atletico Madrid,4,3.5534221064299345,14.956590987741947,12.784209947101772,ESP 1
43,2339,Charles,30,1288,6,4.9625406339764595,0,0.9234764650464058,25,12,8,0,F S,Eibar,5,3.4759854152798653,3.566985908895731,0.652051673270762,ESP 1
44,2384,Santi Mina,34,1940,6,7.204821178689599,3,3.3893104270100594,47,20,4,0,F M S,Celta Vigo,6,7.204821178689599,11.792334930971265,3.4571682140231133,ESP 1
45,2399,Inaki Williams,38,2987,6,7.77431464754045,1,2.483550379052758,48,26,3,0,F M S,Athletic Club,5,6.288143744692206,11.869578663259745,4.0303803235292435,ESP 1
46,2442,Kevin Gameiro,29,1575,6,5.3250727113336325,2,2.7924106381833553,19,13,0,0,F S,Valencia,6,4.581795101985335,8.176697315648198,2.4443718921393156,ESP 1
47,2571,Sergio Canales,36,3177,6,6.674360343255103,6,5.8867898704484105,52,79,5,0,M,Real Betis,3,3.701505639590323,13.783812135457993,8.091817891225219,ESP 1
48,5657,Karl Toko Ekambi,18,990,6,7.854183341376483,2,1.561700750142336,39,9,0,0,F M S,Villarreal,6,7.854183341376483,11.42269016802311,2.735636272467673,ESP 1
49,6219,Enes Unal,35,2322,6,9.36759012658149,2,2.8556139897555113,60,27,4,0,F S,Real Valladolid,4,7.138013643212616,11.586126420646906,2.6276370026171207,ESP 1
